@yuki_bateauivre,RT @TrinityNYC: セクハラやレイプで大物エグゼクティブの解雇続く中、#MeToo のハッシュタグで同様の経験をシェアし合う動きが続いているが、オリンピックUS女子体操金メダリスト、マッケイラ・マローニーさんが13歳の時からチームの医師に「医学的に必… https://t.co/K11OsDec9i,http://twitter.com/yuki_bateauivre/status/920805282590048257,"October 19, 2017 at 05:44AM"
@kimbermonster,#MeToo time after time after time after time after time after time after time after time after time after time after time after time after..,http://twitter.com/kimbermonster/status/920807193963741184,"October 19, 2017 at 05:51AM"
@DebarwaMom,"RT @girlscouts: If your daughter is 11 or older, chances are, she’s also saying #metoo. Let her know it's never her fault.… https://t.co/OFHzqB7v6i",http://twitter.com/DebarwaMom/status/920807196291563520,"October 19, 2017 at 05:51AM"
@PawanDassPawan1,"RT @dasgurucharan10: #MeToo 
Have realized that the God is kabir written in the texts of every religion. And his saint is ®🅰Ⓜpalji mahar… https://t.co/Opy8wmewLD",http://twitter.com/PawanDassPawan1/status/920807198762057729,"October 19, 2017 at 05:51AM"
@bocajoes,"RT @lcsenecal: ""When I came forward, his defenders said: I wanted it, enjoyed it, should be ashamed."" Thx @thedailybeast. #MeToo  https://t.co/n8AiJAghI9",http://twitter.com/bocajoes/status/920807199563116544,"October 19, 2017 at 05:51AM"
@AerykaWood,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/AerykaWood/status/920807205741346816,"October 19, 2017 at 05:52AM"
@AuthorofPatches,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/AuthorofPatches/status/920807208316571650,"October 19, 2017 at 05:52AM"
@HerCampusUWLax,#MeToo https://t.co/qUgJOq3uih,http://twitter.com/HerCampusUWLax/status/920807211898617856,"October 19, 2017 at 05:52AM"
@hannakliff,"RT @MarleeMatlin: #MeToo. I was 14, he was 36. I may be Deaf, but silence is the last thing you will ever hear from me. https://t.co/hLmBJ7PgmK",http://twitter.com/hannakliff/status/920807212355764224,"October 19, 2017 at 05:52AM"
@Tessie129,RT @BryanFuller: FOR ALL THE #METOO’s AMONGST MY #FANNIBALFAMILY https://t.co/NN20fnlFbS,http://twitter.com/Tessie129/status/920807212359999488,"October 19, 2017 at 05:52AM"
@madydaddario,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/madydaddario/status/920807213697875968,"October 19, 2017 at 05:52AM"
@thebookgrp,RT @ndennis_benn: I wrote this @nytopinion essay. So many more women I know have since come fwd abt sexual assault. #MeToo #Jamaica https://t.co/vbXn4srqRx,http://twitter.com/thebookgrp/status/920807215908372480,"October 19, 2017 at 05:52AM"
@michaellangfrey,"RT @AdrianCroydon: #HarveyWeinstein is a drop in the #uber ocean. 

But #beautiful #wealthy girls sell more papers. 

#uberrape #metoo https://t.co/qiy0U9swlj",http://twitter.com/michaellangfrey/status/920807216499666946,"October 19, 2017 at 05:52AM"
@DayGloBetty,RT @BryanFuller: FOR ALL THE #METOO’s AMONGST MY #FANNIBALFAMILY https://t.co/NN20fnlFbS,http://twitter.com/DayGloBetty/status/920807217464406017,"October 19, 2017 at 05:52AM"
@FabiiMota,Quando era a folga dele era o melhor dia pra mim. Mas ele voltava. Um dia eu fui embora e nunca mais voltei. #MeToo #SaiaJusta,http://twitter.com/FabiiMota/status/920807219955769344,"October 19, 2017 at 05:52AM"
@librarychristi,"RT @Blklivesmatter: We stand with every ""me, too"" said aloud or silently. #MeToo. Thank you @TaranaBurke for pioneering #MeToo 10 years ago.",http://twitter.com/librarychristi/status/920807221721567234,"October 19, 2017 at 05:52AM"
@The_Real_Alfa,https://t.co/qwYimR3fhV #MeToo,http://twitter.com/The_Real_Alfa/status/920807223806255104,"October 19, 2017 at 05:52AM"
@cniambi20201,"Jail=Slave wages= #metoo
200 female inmates are on the frontlines fighting the California fires—for only $1 per hour https://t.co/0nWCUQ1R8r",http://twitter.com/cniambi20201/status/920807227119648769,"October 19, 2017 at 05:52AM"
@cgrace_hamilton,"#metoo when i spoke up i was told it was ""all in my head""",http://twitter.com/cgrace_hamilton/status/920807228252098561,"October 19, 2017 at 05:52AM"
@utkarshchhiber,"RT @MarleeMatlin: #MeToo. I was 14, he was 36. I may be Deaf, but silence is the last thing you will ever hear from me. https://t.co/hLmBJ7PgmK",http://twitter.com/utkarshchhiber/status/920807234094821377,"October 19, 2017 at 05:52AM"
@fullerverso,RT @BryanFuller: FOR ALL THE #METOO’s AMONGST MY #FANNIBALFAMILY https://t.co/NN20fnlFbS,http://twitter.com/fullerverso/status/920807237924220930,"October 19, 2017 at 05:52AM"
@tmaass,"RT @MarleeMatlin: #MeToo. I was 14, he was 36. I may be Deaf, but silence is the last thing you will ever hear from me. https://t.co/hLmBJ7PgmK",http://twitter.com/tmaass/status/920807238033317888,"October 19, 2017 at 05:52AM"
@jfmonterrey,"RT @wef: #MeToo, #balancetonporc, #yotambien: women around the world fight back at harassment https://t.co/KQuA8PK5h2 https://t.co/GRJHScIbQB",http://twitter.com/jfmonterrey/status/920807238792441857,"October 19, 2017 at 05:52AM"
@MAVMCQ,RT @ArtofNBG: #MeToo https://t.co/bzZABTFckg,http://twitter.com/MAVMCQ/status/920807239710994432,"October 19, 2017 at 05:52AM"
@EmilyRNunn,RT @Alyssa_Milano: And this is why things MUST change. Not. One. More. #MeToo https://t.co/cGmddlJDOB,http://twitter.com/EmilyRNunn/status/920807240243617792,"October 19, 2017 at 05:52AM"
@Willit_Fitinn,"RT @Rahburtx33: Sexual attacks can happen to anyone, anywhere. Men, women and children are being hurt. We need accountability. #MeToo #MenToo",http://twitter.com/Willit_Fitinn/status/920807241317474304,"October 19, 2017 at 05:52AM"
@letat_lechat,The global prevalence of sexual harassment and assault is the underbelly of patriarchy. This is how one half the hu… https://t.co/SfIN8wLPlf,http://twitter.com/letat_lechat/status/920807241862692864,"October 19, 2017 at 05:52AM"
@0a4f5476599e45a,RT @AlbatraozDee: #MeToo Retweet and I will name 6 males who sexually harass females here رتويت وانا هكتب اسامي ٦ من المتحرشين التويترين معروفين :) #بالهاندل,http://twitter.com/0a4f5476599e45a/status/920807242538008576,"October 19, 2017 at 05:52AM"
@kucinghitamnero,"RT @consentproject: @baeElectronica In addition, men posting “Not Me” would only further alienate male survivors. #MeToo is for everyone.",http://twitter.com/kucinghitamnero/status/920807242953191424,"October 19, 2017 at 05:52AM"
@M_Lynnchester,RT @BryanFuller: FOR ALL THE #METOO’s AMONGST MY #FANNIBALFAMILY https://t.co/NN20fnlFbS,http://twitter.com/M_Lynnchester/status/920807249441841153,"October 19, 2017 at 05:52AM"
@PerroImpostor,"RT @lasillavacia: ""Hasta que no dejemos de entender el acoso sexual como un tema menor seguiremos expuestas a esta violencia"" #metoo https://t.co/Q51m0rHfds",http://twitter.com/PerroImpostor/status/920807249789952001,"October 19, 2017 at 05:52AM"
@olivia_karene,RT @Alyssa_Milano: And this is why things MUST change. Not. One. More. #MeToo https://t.co/cGmddlJDOB,http://twitter.com/olivia_karene/status/920809367003267072,"October 19, 2017 at 06:00AM"
@sherryjones,"RT @MarleeMatlin: #MeToo. I was 14, he was 36. I may be Deaf, but silence is the last thing you will ever hear from me. https://t.co/hLmBJ7PgmK",http://twitter.com/sherryjones/status/920809367225614337,"October 19, 2017 at 06:00AM"
@notfaithevans,#MeToo because calling me sexy everyday at my work and following me to my car trying to “talk” when you knew I was 15 isn’t ok.,http://twitter.com/notfaithevans/status/920809367959568385,"October 19, 2017 at 06:00AM"
@txhkspxq738612,RT @Barnum88283241: #MeToo Don't follow your dreams - chase them. https://t.co/z2vE9qSkN5 https://t.co/aHfmMngSTq,http://twitter.com/txhkspxq738612/status/920809369062719488,"October 19, 2017 at 06:00AM"
@NICa_pleaseee,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/NICa_pleaseee/status/920809373873594368,"October 19, 2017 at 06:00AM"
@Mirren2017,"RT @girlscouts: If your daughter is 11 or older, chances are, she’s also saying #metoo. Let her know it's never her fault.… https://t.co/OFHzqB7v6i",http://twitter.com/Mirren2017/status/920809379242192896,"October 19, 2017 at 06:00AM"
@salatap,When I was a young doctor in my 20's. #metoo,http://twitter.com/salatap/status/920809385353285632,"October 19, 2017 at 06:00AM"
@zaaaynub,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/zaaaynub/status/920809388150943745,"October 19, 2017 at 06:00AM"
@maggiesncpd,"RT @MarleeMatlin: #MeToo. I was 14, he was 36. I may be Deaf, but silence is the last thing you will ever hear from me. https://t.co/hLmBJ7PgmK",http://twitter.com/maggiesncpd/status/920809391397339137,"October 19, 2017 at 06:00AM"
@fearlesssisters,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/fearlesssisters/status/920809393129529346,"October 19, 2017 at 06:00AM"
@RicRocc31,RT @McKaylaMaroney: #MeToo https://t.co/lYXaDTuOsS,http://twitter.com/RicRocc31/status/920809393951612933,"October 19, 2017 at 06:00AM"
@LarruzMG,"RT @Pamboleras: NO al acoso sexual. ☝🏽
#MeToo #YoTambién https://t.co/jlr8KQ8YxG",http://twitter.com/LarruzMG/status/920809394480168960,"October 19, 2017 at 06:00AM"
